"site","sanitation.fellingA","sanitation.fellingB","nhost","ncut1","ncut2","nadj","nnlp","ndam"
"site A",0,0,43,0,0,7,36,7
"site A",0,0,47,0,0,12,35,12
"site A",0,0,44,0,0,7,37,7
"site A",0,0,55,0,0,18,37,18
"site A",0,0,40,0,0,6,34,6
"site A",0,0,40,0,0,3,37,3
"site A",0,0,46,0,0,11,35,11
"site A",0,0,46,0,0,10,36,10
"site A",0,0,39,0,0,5,34,5
"site A",0,0,43,0,0,7,36,7
"site A",0,0,42,0,0,7,35,7
"site A",0,0,40,0,0,2,38,2
"site A",0,0,44,0,0,4,40,4
"site A",0,0,48,0,0,11,37,11
"site A",0,0,42,0,0,6,36,6
"site A",0,0,45,0,0,5,40,5
"site A",0,0,47,0,0,10,37,10
"site A",0,0,45,0,0,5,40,5
"site A",0,0,42,0,0,6,36,6
"site A",0,0,50,0,0,11,39,11
"site A",0,0,42,0,0,5,37,5
"site A",0,0,47,0,0,11,36,11
"site A",0,0,50,0,0,13,37,13
"site A",0,0,41,0,0,3,38,3
"site A",0,0,51,0,0,12,39,12
"site A",0,0,50,0,0,12,38,12
"site A",0,0,44,0,0,8,36,8
"site A",0,0,44,0,0,7,37,7
"site A",0,0,38,0,0,3,35,3
"site A",0,0,41,0,0,4,37,4
"site A",0,0,40,0,0,4,36,4
"site A",0,0,40,0,0,4,36,4
"site A",0,0,51,0,0,15,36,15
"site A",0,0,36,0,0,2,34,2
"site A",0,0,42,0,0,5,37,5
"site A",0,0,44,0,0,8,36,8
"site A",0,0,40,0,0,4,36,4
"site A",0,0,44,0,0,8,36,8
"site A",0,0,42,0,0,4,38,4
"site A",0,0,50,0,0,10,40,10
"site A",0,25,40,0,2,2,38,4
"site A",0,25,40,0,1,2,38,3
"site A",0,25,35,0,1,1,34,2
"site A",0,25,44,0,2,5,39,7
"site A",0,25,39,0,1,3,36,4
"site A",0,25,38,0,1,2,36,3
"site A",0,25,39,0,1,1,38,2
"site A",0,25,38,0,1,2,36,3
"site A",0,25,37,0,1,2,35,3
"site A",0,25,40,0,1,1,39,2
"site A",0,25,38,0,2,3,35,5
"site A",0,25,43,0,2,5,38,7
"site A",0,25,43,0,2,5,38,7
"site A",0,25,38,0,0,2,36,2
"site A",0,25,42,0,2,5,37,7
"site A",0,25,41,0,2,5,36,7
"site A",0,25,41,0,0,2,39,2
"site A",0,25,38,0,1,3,35,4
"site A",0,25,43,0,2,4,39,6
"site A",0,25,42,0,2,4,38,6
"site A",0,25,38,0,1,1,37,2
"site A",0,25,39,0,1,2,37,3
"site A",0,25,40,0,2,4,36,6
"site A",0,25,34,0,1,2,32,3
"site A",0,25,40,0,1,2,38,3
"site A",0,25,39,0,2,4,35,6
"site A",0,25,44,0,2,6,38,8
"site A",0,25,40,0,1,2,38,3
"site A",0,25,34,0,1,1,33,2
"site A",0,25,42,0,0,2,40,2
"site A",0,25,39,0,1,1,38,2
"site A",0,25,40,0,2,4,36,6
"site A",0,25,40,0,1,1,39,2
"site A",0,25,45,0,2,5,40,7
"site A",0,25,38,0,1,1,37,2
"site A",0,25,34,0,1,1,33,2
"site A",0,25,37,0,1,1,36,2
"site A",0,25,37,0,1,2,35,3
"site A",0,25,40,0,2,2,38,4
"site A",0,25,36,0,1,1,35,2
"site A",0,50,36,0,3,1,35,4
"site A",0,50,38,0,2,1,37,3
"site A",0,50,38,0,2,1,37,3
"site A",0,50,38,0,2,1,37,3
"site A",0,50,39,0,3,1,38,4
"site A",0,50,38,0,2,1,37,3
"site A",0,50,40,0,2,1,39,3
"site A",0,50,38,0,1,0,38,1
"site A",0,50,38,0,1,1,37,2
"site A",0,50,35,0,2,1,34,3
"site A",0,50,34,0,2,1,33,3
"site A",0,50,37,0,1,1,36,2
"site A",0,50,38,0,2,2,36,4
"site A",0,50,35,0,1,0,35,1
"site A",0,50,38,0,2,1,37,3
"site A",0,50,36,0,3,1,35,4
"site A",0,50,38,0,3,1,37,4
"site A",0,50,38,0,2,1,37,3
"site A",0,50,39,0,2,1,38,3
"site A",0,50,35,0,1,0,35,1
"site A",0,50,34,0,1,0,34,1
"site A",0,50,34,0,2,1,33,3
"site A",0,50,37,0,2,2,35,4
"site A",0,50,37,0,3,1,36,4
"site A",0,50,40,0,2,1,39,3
"site A",0,50,37,0,1,0,37,1
"site A",0,50,40,0,3,1,39,4
"site A",0,50,38,0,2,1,37,3
"site A",0,50,36,0,1,0,36,1
"site A",0,50,38,0,2,1,37,3
"site A",0,50,35,0,1,1,34,2
"site A",0,50,37,0,1,1,36,2
"site A",0,50,40,0,2,1,39,3
"site A",0,50,35,0,3,1,34,4
"site A",0,50,37,0,3,1,36,4
"site A",0,50,38,0,3,1,37,4
"site A",0,50,37,0,2,1,36,3
"site A",0,50,39,0,2,1,38,3
"site A",0,50,37,0,1,0,37,1
"site A",0,50,38,0,1,1,37,2
"site A",0,75,38,0,4,1,37,5
"site A",0,75,34,0,2,0,34,2
"site A",0,75,35,0,4,1,34,5
"site A",0,75,37,0,2,0,37,2
"site A",0,75,36,0,3,1,35,4
"site A",0,75,36,0,3,1,35,4
"site A",0,75,37,0,2,0,37,2
"site A",0,75,40,0,4,1,39,5
"site A",0,75,36,0,1,0,36,1
"site A",0,75,36,0,3,1,35,4
"site A",0,75,37,0,2,0,37,2
"site A",0,75,36,0,2,0,36,2
"site A",0,75,38,0,3,1,37,4
"site A",0,75,37,0,2,0,37,2
"site A",0,75,36,0,2,0,36,2
"site A",0,75,40,0,2,1,39,3
"site A",0,75,37,0,2,0,37,2
"site A",0,75,36,0,2,0,36,2
"site A",0,75,37,0,2,0,37,2
"site A",0,75,36,0,2,0,36,2
"site A",0,75,37,0,3,1,36,4
"site A",0,75,37,0,2,0,37,2
"site A",0,75,36,0,3,1,35,4
"site A",0,75,39,0,2,0,39,2
"site A",0,75,38,0,2,0,38,2
"site A",0,75,39,0,1,0,39,1
"site A",0,75,39,0,3,1,38,4
"site A",0,75,37,0,2,0,37,2
"site A",0,75,35,0,2,0,35,2
"site A",0,75,36,0,2,0,36,2
"site A",0,75,37,0,3,1,36,4
"site A",0,75,38,0,2,1,37,3
"site A",0,75,39,0,1,0,39,1
"site A",0,75,32,0,2,1,31,3
"site A",0,75,39,0,2,0,39,2
"site A",0,75,37,0,2,0,37,2
"site A",0,75,38,0,2,0,38,2
"site A",0,75,38,0,3,1,37,4
"site A",0,75,38,0,3,1,37,4
"site A",0,75,37,0,2,0,37,2
"site A",0,100,41,0,2,0,41,2
"site A",0,100,40,0,2,0,40,2
"site A",0,100,38,0,2,0,38,2
"site A",0,100,37,0,1,0,37,1
"site A",0,100,37,0,3,0,37,3
"site A",0,100,36,0,2,0,36,2
"site A",0,100,38,0,2,0,38,2
"site A",0,100,37,0,3,0,37,3
"site A",0,100,34,0,3,0,34,3
"site A",0,100,36,0,2,0,36,2
"site A",0,100,39,0,2,0,39,2
"site A",0,100,35,0,2,0,35,2
"site A",0,100,32,0,3,0,32,3
"site A",0,100,34,0,3,0,34,3
"site A",0,100,39,0,3,0,39,3
"site A",0,100,36,0,2,0,36,2
"site A",0,100,41,0,2,0,41,2
"site A",0,100,35,0,2,0,35,2
"site A",0,100,39,0,3,0,39,3
"site A",0,100,37,0,2,0,37,2
"site A",0,100,38,0,2,0,38,2
"site A",0,100,35,0,2,0,35,2
"site A",0,100,37,0,2,0,37,2
"site A",0,100,33,0,2,0,33,2
"site A",0,100,34,0,2,0,34,2
"site A",0,100,37,0,1,0,37,1
"site A",0,100,36,0,3,0,36,3
"site A",0,100,39,0,2,0,39,2
"site A",0,100,34,0,3,0,34,3
"site A",0,100,35,0,3,0,35,3
"site A",0,100,36,0,3,0,36,3
"site A",0,100,36,0,1,0,36,1
"site A",0,100,39,0,3,0,39,3
"site A",0,100,41,0,3,0,41,3
"site A",0,100,36,0,3,0,36,3
"site A",0,100,36,0,3,0,36,3
"site A",0,100,35,0,2,0,35,2
"site A",0,100,34,0,2,0,34,2
"site A",0,100,35,0,2,0,35,2
"site A",0,100,34,0,1,0,34,1
"site A",25,0,31,9,0,7,24,7
"site A",25,0,31,8,0,9,22,9
"site A",25,0,29,9,0,4,25,4
"site A",25,0,31,9,0,7,24,7
"site A",25,0,27,8,0,3,24,3
"site A",25,0,29,8,0,4,25,4
"site A",25,0,31,9,0,7,24,7
"site A",25,0,24,7,0,3,21,3
"site A",25,0,32,9,0,9,23,9
"site A",25,0,31,9,0,6,25,6
"site A",25,0,28,9,0,3,25,3
"site A",25,0,27,8,0,3,24,3
"site A",25,0,31,9,0,7,24,7
"site A",25,0,26,8,0,3,23,3
"site A",25,0,27,8,0,3,24,3
"site A",25,0,29,8,0,6,23,6
"site A",25,0,29,8,0,6,23,6
"site A",25,0,32,9,0,9,23,9
"site A",25,0,32,9,0,8,24,8
"site A",25,0,26,8,0,3,23,3
"site A",25,0,30,9,0,7,23,7
"site A",25,0,33,8,0,10,23,10
"site A",25,0,27,8,0,3,24,3
"site A",25,0,26,8,0,3,23,3
"site A",25,0,29,8,0,6,23,6
"site A",25,0,36,8,0,12,24,12
"site A",25,0,25,8,0,4,21,4
"site A",25,0,32,8,0,9,23,9
"site A",25,0,30,8,0,6,24,6
"site A",25,0,25,8,0,2,23,2
"site A",25,0,25,8,0,2,23,2
"site A",25,0,27,7,0,4,23,4
"site A",25,0,32,8,0,8,24,8
"site A",25,0,30,8,0,5,25,5
"site A",25,0,28,8,0,5,23,5
"site A",25,0,30,7,0,8,22,8
"site A",25,0,30,7,0,7,23,7
"site A",25,0,25,8,0,3,22,3
"site A",25,0,31,7,0,8,23,8
"site A",25,0,24,7,0,2,22,2
"site A",25,25,23,8,1,2,21,3
"site A",25,25,26,8,0,2,24,2
"site A",25,25,24,7,1,2,22,3
"site A",25,25,25,8,2,3,22,5
"site A",25,25,23,7,1,2,21,3
"site A",25,25,28,9,1,2,26,3
"site A",25,25,26,8,0,2,24,2
"site A",25,25,25,8,1,1,24,2
"site A",25,25,22,7,1,1,21,2
"site A",25,25,24,7,1,2,22,3
"site A",25,25,28,9,1,3,25,4
"site A",25,25,27,8,2,3,24,5
"site A",25,25,23,7,1,1,22,2
"site A",25,25,25,8,0,2,23,2
"site A",25,25,24,7,1,2,22,3
"site A",25,25,28,8,2,4,24,6
"site A",25,25,26,8,1,1,25,2
"site A",25,25,23,8,1,2,21,3
"site A",25,25,23,7,1,1,22,2
"site A",25,25,23,8,1,1,22,2
"site A",25,25,26,9,1,2,24,3
"site A",25,25,25,8,1,3,22,4
"site A",25,25,27,9,1,1,26,2
"site A",25,25,25,8,0,2,23,2
"site A",25,25,26,8,2,2,24,4
"site A",25,25,23,8,1,1,22,2
"site A",25,25,23,7,0,2,21,2
"site A",25,25,24,9,1,1,23,2
"site A",25,25,23,8,1,3,20,4
"site A",25,25,24,8,1,2,22,3
"site A",25,25,24,9,1,1,23,2
"site A",25,25,27,8,1,3,24,4
"site A",25,25,25,9,1,1,24,2
"site A",25,25,27,8,2,3,24,5
"site A",25,25,26,9,1,1,25,2
"site A",25,25,24,8,0,2,22,2
"site A",25,25,25,9,0,2,23,2
"site A",25,25,28,8,2,5,23,7
"site A",25,25,24,8,1,2,22,3
"site A",25,25,26,7,2,3,23,5
"site A",25,50,23,7,1,1,22,2
"site A",25,50,26,9,1,0,26,1
"site A",25,50,22,8,1,1,21,2
"site A",25,50,22,7,2,1,21,3
"site A",25,50,23,7,1,1,22,2
"site A",25,50,23,7,1,0,23,1
"site A",25,50,20,7,3,1,19,4
"site A",25,50,24,8,2,1,23,3
"site A",25,50,23,8,2,1,22,3
"site A",25,50,24,8,2,1,23,3
"site A",25,50,25,8,2,1,24,3
"site A",25,50,23,8,3,1,22,4
"site A",25,50,22,8,1,1,21,2
"site A",25,50,22,7,1,1,21,2
"site A",25,50,24,7,3,1,23,4
"site A",25,50,24,8,2,1,23,3
"site A",25,50,26,8,3,2,24,5
"site A",25,50,23,8,1,1,22,2
"site A",25,50,25,8,2,1,24,3
"site A",25,50,22,8,3,1,21,4
"site A",25,50,23,8,1,0,23,1
"site A",25,50,24,8,2,1,23,3
"site A",25,50,26,8,1,1,25,2
"site A",25,50,24,8,2,1,23,3
"site A",25,50,22,7,2,1,21,3
"site A",25,50,25,8,1,1,24,2
"site A",25,50,23,8,1,1,22,2
"site A",25,50,26,9,3,1,25,4
"site A",25,50,27,9,1,1,26,2
"site A",25,50,21,8,1,1,20,2
"site A",25,50,26,9,2,1,25,3
"site A",25,50,25,9,1,1,24,2
"site A",25,50,26,9,2,1,25,3
"site A",25,50,26,9,2,1,25,3
"site A",25,50,25,9,1,0,25,1
"site A",25,50,24,9,2,1,23,3
"site A",25,50,24,7,1,1,23,2
"site A",25,50,23,8,1,0,23,1
"site A",25,50,24,8,3,1,23,4
"site A",25,50,22,8,1,1,21,2
"site A",25,75,23,9,2,0,23,2
"site A",25,75,22,8,3,1,21,4
"site A",25,75,23,8,2,0,23,2
"site A",25,75,24,8,2,0,24,2
"site A",25,75,24,9,2,0,24,2
"site A",25,75,23,8,2,0,23,2
"site A",25,75,23,8,2,0,23,2
"site A",25,75,25,8,2,1,24,3
"site A",25,75,23,8,3,1,22,4
"site A",25,75,24,8,3,1,23,4
"site A",25,75,21,8,2,0,21,2
"site A",25,75,24,8,2,0,24,2
"site A",25,75,23,7,1,0,23,1
"site A",25,75,23,8,2,0,23,2
"site A",25,75,24,8,2,0,24,2
"site A",25,75,23,8,2,0,23,2
"site A",25,75,20,7,2,0,20,2
"site A",25,75,22,8,2,0,22,2
"site A",25,75,23,8,2,0,23,2
"site A",25,75,24,8,2,0,24,2
"site A",25,75,21,8,2,0,21,2
"site A",25,75,24,8,2,0,24,2
"site A",25,75,21,7,2,0,21,2
"site A",25,75,24,8,2,0,24,2
"site A",25,75,20,7,2,0,20,2
"site A",25,75,23,7,3,1,22,4
"site A",25,75,21,8,1,0,21,1
"site A",25,75,20,8,1,0,20,1
"site A",25,75,25,9,1,0,25,1
"site A",25,75,24,8,2,0,24,2
"site A",25,75,24,9,3,1,23,4
"site A",25,75,25,8,2,1,24,3
"site A",25,75,21,8,2,0,21,2
"site A",25,75,22,7,2,0,22,2
"site A",25,75,22,8,2,0,22,2
"site A",25,75,26,9,2,1,25,3
"site A",25,75,22,7,3,1,21,4
"site A",25,75,19,7,2,0,19,2
"site A",25,75,23,8,2,0,23,2
"site A",25,75,22,8,2,0,22,2
"site A",25,100,24,8,3,0,24,3
"site A",25,100,22,8,2,0,22,2
"site A",25,100,23,8,2,0,23,2
"site A",25,100,21,8,3,0,21,3
"site A",25,100,23,7,2,0,23,2
"site A",25,100,24,8,2,0,24,2
"site A",25,100,23,8,1,0,23,1
"site A",25,100,22,8,2,0,22,2
"site A",25,100,22,8,3,0,22,3
"site A",25,100,24,8,2,0,24,2
"site A",25,100,22,7,2,0,22,2
"site A",25,100,25,9,1,0,25,1
"site A",25,100,24,8,3,0,24,3
"site A",25,100,24,8,3,0,24,3
"site A",25,100,24,9,2,0,24,2
"site A",25,100,24,9,2,0,24,2
"site A",25,100,23,8,2,0,23,2
"site A",25,100,23,9,1,0,23,1
"site A",25,100,22,8,2,0,22,2
"site A",25,100,22,8,2,0,22,2
"site A",25,100,25,9,2,0,25,2
"site A",25,100,23,8,2,0,23,2
"site A",25,100,24,8,3,0,24,3
"site A",25,100,23,8,3,0,23,3
"site A",25,100,23,8,2,0,23,2
"site A",25,100,22,8,3,0,22,3
"site A",25,100,23,8,3,0,23,3
"site A",25,100,23,7,3,0,23,3
"site A",25,100,21,8,1,0,21,1
"site A",25,100,24,9,3,0,24,3
"site A",25,100,23,9,2,0,23,2
"site A",25,100,24,9,3,0,24,3
"site A",25,100,22,8,2,0,22,2
"site A",25,100,23,8,3,0,23,3
"site A",25,100,24,8,3,0,24,3
"site A",25,100,24,8,2,0,24,2
"site A",25,100,23,8,2,0,23,2
"site A",25,100,22,7,2,0,22,2
"site A",25,100,24,9,3,0,24,3
"site A",25,100,23,8,2,0,23,2
"site A",50,0,16,14,0,3,13,3
"site A",50,0,16,14,0,3,13,3
"site A",50,0,16,14,0,2,14,2
"site A",50,0,21,15,0,8,13,8
"site A",50,0,21,15,0,7,14,7
"site A",50,0,14,14,0,1,13,1
"site A",50,0,19,14,0,6,13,6
"site A",50,0,21,16,0,6,15,6
"site A",50,0,21,14,0,8,13,8
"site A",50,0,18,15,0,4,14,4
"site A",50,0,15,14,0,2,13,2
"site A",50,0,17,15,0,4,13,4
"site A",50,0,16,13,0,4,12,4
"site A",50,0,18,13,0,6,12,6
"site A",50,0,14,12,0,3,11,3
"site A",50,0,15,14,0,2,13,2
"site A",50,0,17,14,0,4,13,4
"site A",50,0,17,14,0,4,13,4
"site A",50,0,16,15,0,3,13,3
"site A",50,0,15,15,0,2,13,2
"site A",50,0,16,16,0,2,14,2
"site A",50,0,21,14,0,7,14,7
"site A",50,0,21,14,0,8,13,8
"site A",50,0,16,14,0,2,14,2
"site A",50,0,17,14,0,4,13,4
"site A",50,0,16,15,0,3,13,3
"site A",50,0,19,14,0,6,13,6
"site A",50,0,15,12,0,4,11,4
"site A",50,0,21,15,0,7,14,7
"site A",50,0,21,15,0,7,14,7
"site A",50,0,16,15,0,2,14,2
"site A",50,0,19,15,0,6,13,6
"site A",50,0,16,14,0,2,14,2
"site A",50,0,17,16,0,3,14,3
"site A",50,0,19,14,0,6,13,6
"site A",50,0,22,15,0,8,14,8
"site A",50,0,15,14,0,3,12,3
"site A",50,0,16,13,0,4,12,4
"site A",50,0,16,14,0,2,14,2
"site A",50,0,15,13,0,3,12,3
"site A",50,25,16,16,0,2,14,2
"site A",50,25,16,16,1,2,14,3
"site A",50,25,16,14,1,2,14,3
"site A",50,25,16,15,1,2,14,3
"site A",50,25,15,14,1,1,14,2
"site A",50,25,18,14,2,4,14,6
"site A",50,25,16,14,2,3,13,5
"site A",50,25,14,14,1,1,13,2
"site A",50,25,14,14,1,1,13,2
"site A",50,25,15,15,1,1,14,2
"site A",50,25,14,14,1,2,12,3
"site A",50,25,15,15,1,1,14,2
"site A",50,25,15,14,1,2,13,3
"site A",50,25,15,15,1,1,14,2
"site A",50,25,16,15,2,3,13,5
"site A",50,25,15,14,1,1,14,2
"site A",50,25,14,13,1,2,12,3
"site A",50,25,14,15,1,1,13,2
"site A",50,25,18,16,1,3,15,4
"site A",50,25,17,16,0,2,15,2
"site A",50,25,18,16,1,3,15,4
"site A",50,25,18,15,2,4,14,6
"site A",50,25,17,15,0,2,15,2
"site A",50,25,15,15,1,1,14,2
"site A",50,25,16,14,1,3,13,4
"site A",50,25,14,13,1,1,13,2
"site A",50,25,15,14,0,1,14,1
"site A",50,25,15,14,1,1,14,2
"site A",50,25,17,14,2,3,14,5
"site A",50,25,14,15,1,1,13,2
"site A",50,25,16,16,0,2,14,2
"site A",50,25,15,13,1,2,13,3
"site A",50,25,15,15,1,2,13,3
"site A",50,25,17,14,1,3,14,4
"site A",50,25,16,15,1,2,14,3
"site A",50,25,16,15,1,1,15,2
"site A",50,25,17,14,1,3,14,4
"site A",50,25,16,15,1,2,14,3
"site A",50,25,18,14,2,4,14,6
"site A",50,25,15,14,1,2,13,3
"site A",50,50,13,14,1,1,12,2
"site A",50,50,14,14,3,1,13,4
"site A",50,50,13,13,3,1,12,4
"site A",50,50,15,15,1,0,15,1
"site A",50,50,15,14,2,1,14,3
"site A",50,50,15,14,1,1,14,2
"site A",50,50,14,13,2,1,13,3
"site A",50,50,15,16,2,1,14,3
"site A",50,50,15,16,3,1,14,4
"site A",50,50,14,15,3,1,13,4
"site A",50,50,14,14,1,1,13,2
"site A",50,50,13,14,1,1,12,2
"site A",50,50,15,14,1,1,14,2
"site A",50,50,14,14,3,1,13,4
"site A",50,50,15,15,2,1,14,3
"site A",50,50,15,14,3,1,14,4
"site A",50,50,16,16,2,1,15,3
"site A",50,50,15,15,1,0,15,1
"site A",50,50,15,15,3,1,14,4
"site A",50,50,13,12,1,1,12,2
"site A",50,50,15,15,3,1,14,4
"site A",50,50,15,14,2,1,14,3
"site A",50,50,14,14,3,1,13,4
"site A",50,50,13,14,1,0,13,1
"site A",50,50,13,14,2,1,12,3
"site A",50,50,14,15,2,1,13,3
"site A",50,50,13,15,1,0,13,1
"site A",50,50,15,15,2,1,14,3
"site A",50,50,15,15,2,1,14,3
"site A",50,50,13,13,3,1,12,4
"site A",50,50,12,14,1,0,12,1
"site A",50,50,14,14,1,1,13,2
"site A",50,50,15,14,1,1,14,2
"site A",50,50,14,14,3,1,13,4
"site A",50,50,13,13,2,1,12,3
"site A",50,50,15,15,2,1,14,3
"site A",50,50,16,15,1,1,15,2
"site A",50,50,13,13,2,1,12,3
"site A",50,50,14,14,3,1,13,4
"site A",50,50,14,16,1,0,14,1
"site A",50,75,13,15,2,0,13,2
"site A",50,75,14,14,3,1,13,4
"site A",50,75,15,15,3,1,14,4
"site A",50,75,14,14,3,1,13,4
"site A",50,75,16,15,3,1,15,4
"site A",50,75,13,13,2,0,13,2
"site A",50,75,15,15,2,1,14,3
"site A",50,75,14,15,2,0,14,2
"site A",50,75,13,14,2,0,13,2
"site A",50,75,13,14,2,0,13,2
"site A",50,75,15,15,3,1,14,4
"site A",50,75,14,14,2,0,14,2
"site A",50,75,14,14,2,0,14,2
"site A",50,75,15,14,3,1,14,4
"site A",50,75,15,15,3,1,14,4
"site A",50,75,16,15,2,1,15,3
"site A",50,75,13,14,2,0,13,2
"site A",50,75,13,14,2,0,13,2
"site A",50,75,15,15,2,1,14,3
"site A",50,75,13,13,2,1,12,3
"site A",50,75,14,14,3,1,13,4
"site A",50,75,14,14,2,1,13,3
"site A",50,75,12,13,2,0,12,2
"site A",50,75,13,15,2,0,13,2
"site A",50,75,13,14,2,0,13,2
"site A",50,75,13,14,1,0,13,1
"site A",50,75,14,15,2,0,14,2
"site A",50,75,14,14,2,1,13,3
"site A",50,75,14,15,3,1,13,4
"site A",50,75,13,15,2,0,13,2
"site A",50,75,15,15,3,1,14,4
"site A",50,75,13,15,2,0,13,2
"site A",50,75,15,15,3,1,14,4
"site A",50,75,15,14,2,1,14,3
"site A",50,75,13,14,1,0,13,1
"site A",50,75,14,15,2,0,14,2
"site A",50,75,14,14,2,0,14,2
"site A",50,75,14,14,1,0,14,1
"site A",50,75,14,15,2,0,14,2
"site A",50,75,14,14,1,0,14,1
"site A",50,100,15,15,1,0,15,1
"site A",50,100,13,15,1,0,13,1
"site A",50,100,14,16,2,0,14,2
"site A",50,100,13,14,2,0,13,2
"site A",50,100,13,15,2,0,13,2
"site A",50,100,13,14,2,0,13,2
"site A",50,100,13,14,2,0,13,2
"site A",50,100,13,15,3,0,13,3
"site A",50,100,13,14,2,0,13,2
"site A",50,100,12,13,3,0,12,3
"site A",50,100,14,15,3,0,14,3
"site A",50,100,13,13,1,0,13,1
"site A",50,100,13,13,2,0,13,2
"site A",50,100,13,14,1,0,13,1
"site A",50,100,14,15,2,0,14,2
"site A",50,100,13,14,2,0,13,2
"site A",50,100,12,13,2,0,12,2
"site A",50,100,13,15,2,0,13,2
"site A",50,100,13,15,2,0,13,2
"site A",50,100,13,15,1,0,13,1
"site A",50,100,14,15,2,0,14,2
"site A",50,100,13,15,1,0,13,1
"site A",50,100,13,13,2,0,13,2
"site A",50,100,13,14,2,0,13,2
"site A",50,100,14,14,2,0,14,2
"site A",50,100,13,14,2,0,13,2
"site A",50,100,12,13,2,0,12,2
"site A",50,100,13,15,2,0,13,2
"site A",50,100,13,14,1,0,13,1
"site A",50,100,14,15,2,0,14,2
"site A",50,100,12,13,3,0,12,3
"site A",50,100,14,15,3,0,14,3
"site A",50,100,13,14,3,0,13,3
"site A",50,100,13,14,2,0,13,2
"site A",50,100,14,14,3,0,14,3
"site A",50,100,14,14,2,0,14,2
"site A",50,100,14,15,2,0,14,2
"site A",50,100,13,14,2,0,13,2
"site A",50,100,14,15,2,0,14,2
"site A",50,100,14,15,2,0,14,2
"site A",75,0,8,19,0,2,6,2
"site A",75,0,11,20,0,5,6,5
"site A",75,0,8,19,0,2,6,2
"site A",75,0,8,20,0,2,6,2
"site A",75,0,11,20,0,5,6,5
"site A",75,0,13,20,0,6,7,6
"site A",75,0,10,20,0,3,7,3
"site A",75,0,8,20,0,2,6,2
"site A",75,0,14,20,0,7,7,7
"site A",75,0,12,20,0,6,6,6
"site A",75,0,8,20,0,2,6,2
"site A",75,0,8,18,0,2,6,2
"site A",75,0,7,20,0,1,6,1
"site A",75,0,8,20,0,2,6,2
"site A",75,0,14,20,0,7,7,7
"site A",75,0,9,20,0,2,7,2
"site A",75,0,10,20,0,3,7,3
"site A",75,0,9,20,0,3,6,3
"site A",75,0,8,20,0,2,6,2
"site A",75,0,8,19,0,2,6,2
"site A",75,0,7,20,0,1,6,1
"site A",75,0,13,19,0,7,6,7
"site A",75,0,12,20,0,6,6,6
"site A",75,0,9,20,0,2,7,2
"site A",75,0,9,21,0,2,7,2
"site A",75,0,11,19,0,5,6,5
"site A",75,0,8,20,0,1,7,1
"site A",75,0,7,19,0,1,6,1
"site A",75,0,7,20,0,1,6,1
"site A",75,0,9,20,0,2,7,2
"site A",75,0,12,20,0,6,6,6
"site A",75,0,9,20,0,2,7,2
"site A",75,0,8,20,0,2,6,2
"site A",75,0,8,20,0,1,7,1
"site A",75,0,12,19,0,6,6,6
"site A",75,0,12,20,0,6,6,6
"site A",75,0,10,21,0,3,7,3
"site A",75,0,9,20,0,2,7,2
"site A",75,0,8,20,0,2,6,2
"site A",75,0,8,20,0,2,6,2
"site A",75,25,7,20,1,1,6,2
"site A",75,25,8,20,1,2,6,3
"site A",75,25,7,20,1,1,6,2
"site A",75,25,7,19,1,1,6,2
"site A",75,25,9,19,1,3,6,4
"site A",75,25,7,20,0,1,6,1
"site A",75,25,7,18,1,1,6,2
"site A",75,25,9,20,1,3,6,4
"site A",75,25,9,20,2,3,6,5
"site A",75,25,7,20,0,1,6,1
"site A",75,25,10,20,2,3,7,5
"site A",75,25,9,20,1,2,7,3
"site A",75,25,8,20,1,2,6,3
"site A",75,25,7,20,0,1,6,1
"site A",75,25,8,21,1,1,7,2
"site A",75,25,8,21,1,1,7,2
"site A",75,25,10,20,1,3,7,4
"site A",75,25,7,20,1,1,6,2
"site A",75,25,10,20,1,3,7,4
"site A",75,25,7,20,1,1,6,2
"site A",75,25,8,20,1,1,7,2
"site A",75,25,7,20,1,1,6,2
"site A",75,25,8,20,1,1,7,2
"site A",75,25,7,19,0,1,6,1
"site A",75,25,7,19,1,1,6,2
"site A",75,25,10,20,2,3,7,5
"site A",75,25,8,21,0,1,7,1
"site A",75,25,8,20,1,1,7,2
"site A",75,25,8,20,0,1,7,1
"site A",75,25,9,20,1,3,6,4
"site A",75,25,7,19,1,1,6,2
"site A",75,25,10,20,1,3,7,4
"site A",75,25,11,21,2,4,7,6
"site A",75,25,7,19,1,1,6,2
"site A",75,25,8,20,1,1,7,2
"site A",75,25,7,20,1,1,6,2
"site A",75,25,8,21,1,2,6,3
"site A",75,25,7,20,1,1,6,2
"site A",75,25,8,20,1,1,7,2
"site A",75,25,8,20,1,2,6,3
"site A",75,50,7,19,1,1,6,2
"site A",75,50,8,20,2,1,7,3
"site A",75,50,8,21,1,1,7,2
"site A",75,50,7,19,1,1,6,2
"site A",75,50,7,19,1,1,6,2
"site A",75,50,7,21,1,1,6,2
"site A",75,50,8,20,1,1,7,2
"site A",75,50,8,20,2,1,7,3
"site A",75,50,8,20,1,1,7,2
"site A",75,50,6,19,1,0,6,1
"site A",75,50,7,19,1,1,6,2
"site A",75,50,7,19,2,1,6,3
"site A",75,50,6,20,1,0,6,1
"site A",75,50,6,19,1,0,6,1
"site A",75,50,7,20,1,1,6,2
"site A",75,50,7,19,1,1,6,2
"site A",75,50,8,21,1,1,7,2
